Rank,Network,Address,Prizes,Balance,Winrate
932,0x07c35db04cd94ba5ac618380a4f2de0fe6aff349,polygon,32,522,6.49%
933,0xaad1f5b79e459811f85edb4db6ddf426240eba21,polygon,1037,16990,6.49%
934,0x784e7d6b6dc65b182aaacf033f1d2f5f6508ae22,polygon,317,5202,6.48%
935,0xf41804ef7b3f3d0f3dbb3f6c3fd45ade4d51539d,polygon,323,5220,6.47%
936,0xd0a5dc86d02eff6525737153d8768bfeeec10cda,polygon,1,15,6.47%
937,0xb157ba30e3467ddbc844f14f02b4ba741f1d549f,polygon,3448,56697,6.47%
938,0xd31f640aaa12e215fc00fcf1d081de252726073c,polygon,831,13586,6.47%
939,0xd888f1b293507f9496b53e7415055a759e6c5218,polygon,743,12221,6.47%
940,0xb52f830ade0a8e88839174df0a8dac9c36940e03,polygon,10,165,6.46%
941,0x66b355cc6765c860cece0b00736e6a832b163cd3,ethereum,180,2787,6.46%
942,0xc513f38b2a6457e75c6de1f95b60f9f318a34ed4,polygon,35,575,6.45%
943,0xc3b33bc09dc0421757c62e15741086a5f720a5e3,polygon,645,10640,6.45%
944,0xd0e121ca242010c187f708140ce7a9b48331474b,ethereum,129,2000,6.45%
945,0xa27ed6126b2ea7a06af5b7cc3ccef4883c573961,polygon,27,446,6.43%
946,0x4ef1f62ff21522c3ba9197a7ced991291cc49924,polygon,12,199,6.42%
947,0xbf2eb6fd792ee20e8d8aee938b0ae34c4d5b730f,polygon,77,1277,6.42%
948,0xecafb9b26ffa67919de5322777e6571d84215dfd,polygon,5,83,6.41%
949,0x124822e679c75b223bdc08d48dc5d1682f7ef923,polygon,10,166,6.41%
950,0xf1147f7313a24bad6ecd8a1de02bb3417a2c6c1f,polygon,432,7163,6.41%
951,0x9e545574c59115bd78869d815df4d53a70d83fb4,polygon,37,614,6.40%
952,0x4a35e2b7d1a23fd41317e77b65150f87aadff70d,polygon,16,250,6.40%
953,0x622d1f50e1e553ab47515227d8d2fa07da5893f7,polygon,10,166,6.40%
954,0x35e8abb188aa5f64f069f43cd6b6ee567ae1ed2d,polygon,59,976,6.40%
955,0xb288b97f05d54770e15088db360fcb5893a1dc4c,polygon,1,16,6.38%
956,0x5b78ae09929c53c77ba29a13265e35a2f62dd89f,polygon,2580,43047,6.36%
957,0x38c63e0ce6a83c05cddc54b4aff031252fca9456,polygon,635,10628,6.35%
958,0x02c8429adeb15c91a5b4c9d38d81afd23e119a23,polygon,5,79,6.33%
959,0x533f5e76693a4dc5c7a852faaea0a42d162e9be1,polygon,60,1009,6.32%
960,0x118b774cd5d1c146e5b7a581404a981028968522,polygon,1010,16988,6.32%
961,0xff3bd032f2ec4173d73d27df00de4b4d36ce911d,polygon,180,3030,6.31%
962,0xcde771cb4b774d9e78192d111ab45a34cf60e583,polygon,631,10505,6.31%
963,0x32f76ebee86b5373cbe2e2684c9542691ca1e278,polygon,7,117,6.31%
964,0xc3f6f9958736eca92a5d50bec96d4de2aae6a280,polygon,62,1045,6.31%
965,0x4b53e317c5fed469d9da4ea1e7ac9694def4e82f,polygon,521,8783,6.30%
966,0x19b456d4a624b1b5cbb6737536c6019aff784c79,polygon,561,9407,6.30%
967,0x31f5f9230118cef4920a59526e0663451d61d045,polygon,10,169,6.29%
968,0x5dcdf8a32e99b0dedd3c5209684a9beec4bd478e,polygon,629,10522,6.29%
969,0xbe47f85aafccfa4424e1a35d892049ddbfac2ca6,polygon,8,134,6.29%
970,0x05ab2082770a630a091c192e5815830a09d11f68,polygon,296,5000,6.29%
971,0xcd8a8b8988a56c6aac8c42a592610ce2503ee0fd,polygon,70,1173,6.29%
972,0x2e4ae4d3bd0af45040b4f17e0bb7e6dc548626b1,polygon,4211,70970,6.29%
973,0xaaa035a0d50c853a829bacee7eaa9ac850508711,polygon,5,80,6.26%
974,0xdd01b07396eb37e01d2a630dbb64e60a4df75dae,polygon,1,17,6.26%
975,0xd7cd3b350b66c42972ca8a2ec02b570dd0877cdf,polygon,419,6862,6.25%
976,0xc449cc3ced5b9a602c38564dfa0a5ba287f43edc,polygon,419,6856,6.25%
977,0x52909543c4c7141cb8e0cf1de6bc4936037cf8c6,polygon,10,170,6.25%
978,0x9be06a9f5299752c5c56e280b2c1985267fe098a,polygon,23,390,6.25%
979,0x1ac912281d45f195a905a14b732b6b451387b870,polygon,5,80,6.25%
980,0x60920965e69692698a876af99ce09cf248d0e8e4,polygon,60,1020,6.25%
981,0x725f276b2690e9ae6bb8cfb294d2ae501f3a7d74,polygon,742,12615,6.25%
982,0xa3ae1cef317e56cf8d1a7807ef620197bb0f61ec,polygon,796,13538,6.25%
983,0x0e20d7d733c600b2b98745889d2ccec34b947977,polygon,5,80,6.25%
984,0xf1c1aa0f3b891fd44ae145bfa221647bdd4cfdf0,avalanche,16,273,6.24%
985,0x631046bc261e0b2e3db480b87d2b7033d9720c90,polygon,28,449,6.23%
986,0x84e57f7e6bd4a60e8002cb345e2adb75f753dcac,polygon,71,1211,6.23%
987,0xe866d36a84ff74ca4d9277abcb83640bb2cd2523,polygon,1865,31810,6.22%
988,0x76775e2567932a4755b30f0af162df46ee69b40e,polygon,1027,17435,6.21%
989,0x695eee934d5cac8e1f754752d06031200be93038,polygon,64,1045,6.21%
990,0x549570473fc581fa2231070f800fef845300f9cd,polygon,69,1112,6.21%
991,0xd21aaa0bc47749a2c418f83e0cdcf3ead7823128,polygon,626,10715,6.20%
992,0x08f53326d22840242dae403d62c866eb80c4251a,polygon,366,6200,6.20%
993,0x3b7e36e449c705eff181d487326fee73e85f8ef2,polygon,23,393,6.20%
994,0x60964766bb471e0c11dc763d1e603d2ad45f675e,polygon,1086,18603,6.19%
995,0x7098d5ee6c5f1d1641f3a872e9acf0b97cc8aa75,polygon,1,17,6.19%
996,0xe20ee411ff5ece1463901cf0235d7d73532989c6,polygon,1,17,6.18%
997,0xffcd7d1b7ca94458f780490176a3b01e55f05dae,polygon,481,8140,6.16%
998,0x935914ad4a126647af35378384d70c741892a5fa,polygon,220,3794,6.16%
999,0x9a62ea1c82a102001027e408a67bac31d721a5b3,polygon,1010,17337,6.15%
1000,0xe52fbcce94f189835769e322e3d0794823027256,polygon,1,16,6.15%
1001,0xf12d6a3187b54cb82062e492b08bc271edc00b7b,polygon,6,104,6.14%
1002,0x418190668bd8a81b74e8d0a2b3d26c6b33b0b7c6,polygon,5960,103047,6.13%
1003,0xc286212f207037479c070f1626eae3af3ced2126,polygon,613,10160,6.13%
1004,0xd29dcbd273d73714eb6bea7bd4f8d99d0fbc3398,ethereum,310,5058,6.13%
1005,0xce8c51bb4975a5b23fc4910a02d0994059f078e5,polygon,730,12563,6.12%
1006,0x6444f266a4a13354a4c47961d8175291940acf4a,polygon,612,10585,6.12%
1007,0x2c0b32e6ee6a05c8f7e5f2ec58f4fe599b163018,avalanche,5,87,6.12%
1008,0x5be28b0257dd7ccb24588b9c4e18cb127928415e,polygon,27,442,6.11%
1009,0x9010b9a51ce0c3a968b53a3433d222344704b591,polygon,609,10592,6.09%
1010,0x1bf7f23930b60afc0a0f85d77bf9cd8eafc2325d,polygon,46,801,6.09%
1011,0x381edb1f2e283bb3189117d5e4433aacb03a1e08,polygon,1215,21210,6.07%
1012,0x36d193164fc9827b08746981dc5c0f8d7a062f54,polygon,607,10603,6.07%
1013,0x3248f72e8c4c730718fce2b6f396e6ab4b12549d,polygon,607,10604,6.07%
1014,0x6ed43943611416f99f64170cd59e43d45c63b8fe,polygon,1,17,6.06%
1015,0xc3bc6e51f2e8fc72de2a40a7ccf94e8f555585fe,polygon,406,7008,6.06%
1016,0xd8ee4cdc74cfbc95f6fa3d8e97130f94bf315bc3,polygon,10,175,6.05%
1017,0x31ef1c17d2901b0f12da308b836393d112a87ce6,polygon,857,15024,6.05%
1018,0xf191cb45372f113d6e2783bc4e0a11a8fb838df7,polygon,1208,21200,6.04%
1019,0x60020f103fe5afe856a84d0c6a785e3f121e98c3,polygon,33,580,6.03%
1020,0x3052c6ba9a579fb558207a7ac9feb442277889a8,polygon,5,88,6.03%
1021,0x67305b595b84dda36efdf7f7faa15f089393efae,polygon,59,1039,6.02%
1022,0xddd165f1e9168a9b62d465c462c4abbf0a944e73,polygon,961,16930,6.01%
1023,0xb86fb57f612ee18dc3f772e40ab5bb87b450219c,polygon,749,13225,6.00%
1024,0xe7d5284c9b9f21c48ad26778dc40a3a507738324,polygon,30,530,6.00%
1025,0xcde3725b25d6d9bc78cf0941cc15fd9710c764b9,polygon,12,212,6.00%
1026,0x7e267911b83400587d042e5c37adc8ec15decae5,polygon,18,318,6.00%
1027,0xa19c1f5225687fe3f85d0be4a8dd1797ac3e99db,polygon,6,100,6.00%
1028,0x16cd91da5099a1e04d2743c43240700dce7d68ea,polygon,6,106,6.00%
1029,0x4455ea0bb80eddb5f27acfaf23cbdf4f2a4605ac,polygon,6,106,6.00%
1030,0x0a4ab30384d6395a5d7c573860ff9e39eaa910af,polygon,6,100,6.00%
1031,0x3f6a01f617b75657d1804c8e87cb5a6b76855961,polygon,6,106,6.00%
1032,0x6102f780a5c51dee8ce46c5db5b62d88119d559d,polygon,19,336,5.99%
1033,0xc28b659a0cae62afb78a1681b39c436e58507647,polygon,598,10381,5.98%
1034,0x5a68ef646fec6bda6154ca03d57b3b257db65bc2,polygon,6,106,5.98%
1035,0x906aa121d251f68bc1db8bcd62a2ae4e91de732d,polygon,634,11143,5.97%
1036,0xd180dd68759a1570a66439548319b94240f309c0,polygon,6,106,5.97%
1037,0xe1697fd478d4f0b8c5c1d51a324b7ad8b6220041,polygon,10,178,5.96%
1038,0x95a9fae86abde8c4e7afdfcdc9491f183bbea382,polygon,59,1038,5.96%
1039,0xeb2a3128d23b70cbe501a1b48f3772c032b7ec93,polygon,59,992,5.95%
1040,0xc5ad625dc8f63884b04228bb4eea86d3c171ca4f,polygon,6,101,5.94%
1041,0x541cd0d54d4427abe62d862d5be7e3a3c5107121,polygon,6,101,5.94%
1042,0x1588528a531e54a4b6485421e5a07f90fe2ed2b7,polygon,297,5261,5.94%
1043,0xe1f38b0af72a6d12d41310252046acb4bce5c78b,polygon,297,5266,5.94%
1044,0xa9d2ca9d3eeb76f03ddb1be08aa97b0dc0ee5ae9,polygon,1187,20973,5.93%
1045,0x82b67cca67cdd0011b83bcbb12c227cd72aee621,avalanche,6,107,5.93%
1046,0x540052ce0b349a4b0f2368fb2012cb64f03110a6,polygon,593,10517,5.93%
1047,0x43d1f6d5ff45aa0f7cb8da7a8da2aabf852e33a9,polygon,592,10588,5.92%
1048,0x63ae5818c3d0dffbaddc6b2273b2b3604d4f4910,polygon,605,10825,5.92%
1049,0x02b8db8f6d8fdfc914096ec6b20c9e6712781982,polygon,74,1320,5.90%
1050,0xb9893dee837b4ffdce39522dc06069a94d30889e,polygon,807,14439,5.90%
1051,0xd4690ced27007fed0c3fb1738b1e031d6d8092b0,polygon,627,11247,5.90%
1052,0xdc90bed1dcdf2147f88ea8b90adb4335e9de0345,polygon,59,1057,5.90%
1053,0x93ab834196a6bce63f338dadb98a03d4db6b03f6,polygon,21,367,5.90%
1054,0xb332b8025ed9f8fc50b73a121dfdf4ff745903f7,polygon,10,180,5.89%
1055,0x4e481093a978a146e3d45567f58e172030742a73,polygon,589,10576,5.89%
1056,0x6ccf7a6dbe3536b58a6326f4b1a95d51e6b7a7f5,polygon,1116,20000,5.89%
1057,0xff770424739a77b8990632c75ed859b74c0ef749,polygon,1147,20631,5.88%
1058,0x0f35af1184282eaffe1304c5f98158175f7f5889,polygon,588,10576,5.88%
1059,0x788a6ace4e30690904a647220f2150742ff4b611,polygon,587,10560,5.88%
1060,0x25eac2a95f87b0654caca698a4384a661720f2e6,polygon,235,4220,5.87%
1061,0xda01bf27eba1bf18a2d23ab6d961875889daeafd,polygon,10,180,5.87%
1062,0xfa98c75c950641c9cde8aab457667e2b70fb38e2,polygon,6,108,5.87%
1063,0xa14ac1a9b3d52abd0652c5aca346099a6eb16b54,polygon,280,5062,5.85%
1064,0x1061b332af83c5fc42dd6bf8ac7f843e93145e73,polygon,1,17,5.85%
1065,0xa69b45d2f2ae4dd00a7aad9ca699cc6926bb3fac,polygon,1,18,5.84%
1066,0x1754352eacb753327fec2d4f48f0fb36b672c5e0,polygon,58,1050,5.84%
1067,0x493bc7aee2ee862fe60c25fee180a381dd3cb6cf,polygon,583,10580,5.83%
1068,0x229a930db06a3607db89fd8cb7e7e13ed28c692a,polygon,390,7023,5.82%
1069,0x7019b745c042c35884a7278a363669c428e80c05,polygon,17,308,5.82%
1070,0x1f83b9f1ac3e32617a89ff600d640f3d6c0a5295,polygon,384,6719,5.82%
1071,0xf0dfe7614462c705e7d7728603fc80af193c81a2,polygon,290,5280,5.81%
1072,0xc9554da78bd53f411f1446040d6df2562d0b3ce0,polygon,580,10566,5.81%
1073,0x88959364ec2fb18b723572d9ae9163c6fc4739a8,polygon,29,524,5.80%
1074,0x242bb1368df45f3bff813d9d6cb4f3a077700429,polygon,58,1046,5.80%
1075,0x9d8e798028a21a3723cb3e3c7b9a5ad84b6eaf2d,polygon,232,4214,5.80%
1076,0xcf68f0d9dd967fc0dd8f5d97e34d4c4b77e65fce,polygon,2795,50794,5.79%
1077,0xcb15649d7b7a1eb01fb1acd14809de6cf82aa1a0,polygon,11,201,5.79%
1078,0x5f441226beabef22137018e047f51051cc893208,polygon,23,419,5.79%
1079,0xd666103fd98c47fdd82f1767471fb9db23ad9864,polygon,1,17,5.77%
1080,0x6a07de5739025cd6b603642a312e3be82949a2b8,polygon,421,7628,5.77%
1081,0x562a1a5536842261f44616b6a43a77d1393d2bd0,polygon,6,110,5.77%
1082,0xa20c161cee4485eb8519edb0861b04b4d4e2bfd8,polygon,15,275,5.77%
1083,0x03d69800ac2469fcefc3f21d2d93ed2994a7b1ce,polygon,385,7061,5.77%
1084,0x388189bfbc2851d1e0ba6c0ebfcd99bf3fb29c0b,polygon,922,16910,5.76%
1085,0xd3a2a4287647f61eb43922682e96fc9b434605a7,polygon,150,2758,5.75%
1086,0xf858581eeb65be9f4595d69b3cbd2f89f1c4a90c,polygon,544,10017,5.74%
1087,0x47ea99db63e48350fedec5a1abe914f57c0f85e0,polygon,574,10571,5.74%
1088,0xa096f7d0aa83df9e41669629caf4ed435fe228e9,polygon,286,5264,5.74%
1089,0x0228c4032162fc5485f00f2638822c15f32ca561,polygon,327,6028,5.74%
1090,0x0b85341f7c8b78341763eac1fc9083f027074ca1,polygon,55,1015,5.73%
1091,0xd4c4d64c869d2fa58cbebae162ca386669d854db,polygon,23,423,5.73%
1092,0x421f8cf613a3c2ff805208193f5dd13b43a3a918,polygon,60,1109,5.72%
1093,0xa40222bd26ecd961a09ef0b90a3283878042708c,polygon,8,140,5.71%
1094,0xfd805d1bd1f50919356afaf195d09c51483a335f,polygon,570,10548,5.71%
1095,0x4a3e6e66f8c32bc05a50879f872b1177a1573cdf,polygon,54,1000,5.71%
1096,0x62be516b8a624bcd391790d0d41cc6b795f57a06,polygon,270,5000,5.71%
1097,0x234e461a5e4ddd140203d61af21db14101da996e,polygon,93,1713,5.71%
1098,0x461cde402c6b945036df1b49f2703fca22b23d7b,polygon,119,2205,5.70%
1099,0x4c590e7eaf149d4a71912f0efa636521990803bb,polygon,58,1073,5.69%
1100,0xd66f2f1d86c0c5477aa1612ca92f03297a5477b0,polygon,6798,126320,5.68%
1101,0x2b9372b100e35955209c064a0d805a78f9e73178,polygon,142,2500,5.68%
1102,0x73abbda1a0c9dde8f83199e7afb94592271fbb13,polygon,227,4206,5.67%
1103,0x05db7a553b1acd10e0774ab809314cacafb4943b,polygon,117,2178,5.67%
1104,0x91b8572167d69747f9e02c5e3a84f91fd840ce7c,polygon,300,5500,5.67%
1105,0xf7834ae6bae3f5337638bde581d022e51318102c,polygon,32,580,5.67%
1106,0x991b72d82827af44a94abf01d2d533d434b3b941,polygon,10,177,5.66%
1107,0x8fdd0f594e3bd176632e7e18f91bbafcdb6a916b,polygon,566,10550,5.66%
1108,0x11cc0e44845566b46a88481ee6291e396db53b54,polygon,19,355,5.66%
1109,0x1240e117edbb305a2825f2dd712b54c8966a7c77,polygon,137,2548,5.65%
1110,0xdb5a1b058000813d9dbec9676587315ca7e7bcbe,polygon,145,2714,5.64%
1111,0x7efc4fd38b46fe37b1fa3365fc0175025b2f360d,polygon,39,731,5.63%
1112,0x3d713067761725e6a237e5a0572aa47348eafe3d,polygon,1158,21725,5.63%
1113,0x3af3ed9f499700a267ed6355715f9d3338c7fa0f,polygon,561,10548,5.61%
1114,0x15c2b4275fa44f2f5ce688d8046ccd59310de05a,polygon,12,216,5.61%
1115,0xbba1c542e8f0675c0cdcbb277a640312bd8184cc,polygon,32,601,5.60%
1116,0x9e10ba04ec91d2432ca84b90ec68b384a0749c90,polygon,28,500,5.60%
1117,0x19a12da9196c7c66720bbc751783186c2ec3b538,polygon,98,1844,5.59%
1118,0x365f085178dda4c35b41d70860a5c875d445041a,polygon,559,10550,5.59%
1119,0xb0fb6dbaad72766da16272dcb329aec4cacb86e2,polygon,559,10548,5.59%
1120,0x5367ac095ce9d2051725eab827e1d072c050a198,polygon,10,189,5.58%
1121,0xda0cc0867460b69e454760da9a6f646c74c51e97,polygon,52,984,5.58%
1122,0xa8530acc9c91cceb730dbf675e523db9363cc35d,polygon,689,13064,5.57%
1123,0xc4a1db815e46cef45e2e83df76e27e9a06cf8fb5,polygon,1,18,5.56%
1124,0x7408381aa18d050f00aa69c2ef01fc7897988c72,polygon,552,10462,5.56%
1125,0x6de33e6c5de3a8b695cf6cb537fb393735786b1c,polygon,499,9387,5.54%
1126,0x96df7f8efee30f0116abf57ca44b6af1ae72ae95,polygon,509,9678,5.54%
1127,0x220e108b5b98d2459d8769bfe5e87b0b58466a1a,polygon,166,3161,5.53%
1128,0xd074b89c7cc7ff003a46893361312a8e8008dae5,polygon,178,3395,5.53%
1129,0x85d5bd326078f2879891647d9c2505d3c3599022,polygon,34,649,5.53%
1130,0x79927e10304d4290b42425ae1232a76a1b2e7232,polygon,310,5918,5.53%
1131,0xd8f7da74c9ddd61fb822381de0f459c19891b950,polygon,11,210,5.52%
1132,0x34c782901ec5cbfa5748c4b3064909da42111f35,polygon,1104,21089,5.52%
1133,0xc950ef7a8c331bbb662e3b34edc566c2b33d6a70,polygon,543,10383,5.52%
1134,0x3c07c1d30faffc162ad7b94cf7a85500f8b1e634,polygon,11,209,5.52%
1135,0x11a7c8d6b189575f4f7b67a152f3f89390ed30fc,polygon,529,10026,5.51%
1136,0x8ce00fd5c5c7e15786515267db14eec8440372bf,polygon,27,517,5.51%
1137,0xde18510f80e743fe9b855ddbaffecec6ad84cc66,polygon,55,1054,5.50%
1138,0x16617650f8b320cec2de152ed75e18ddc383f1ad,polygon,11,211,5.50%
1139,0x4e6d3125d12249fbdd58d25f979393ca21779181,polygon,11,211,5.50%
1140,0x884aed611804d2b472f08a49ea33798f2e6acf9e,polygon,275,5265,5.50%
1141,0xa9297bc8d8134cff2be3fb6187e7e351e5c9509b,polygon,6,115,5.50%
1142,0x93dfcb59555cd80b8a89bcd7191a284a36a02a81,polygon,927,17800,5.49%
1143,0x5d869739be6c2b1d536fe2d235bfb2cd20274adf,polygon,110,2114,5.49%
1144,0x250b4848320809dcefdeb49c3f641e02549a9f69,polygon,874,16793,5.48%
1145,0x5fa9b470e4f38f612b89de9efcc652b56d514833,polygon,161,3090,5.48%
1146,0x00f5058230d8dff9047b2bdfa14edae21c53d0fc,polygon,1151,22118,5.48%
1147,0x311ddf76c51051c9a32653d692f7a78fd6e48106,polygon,5,91,5.47%
1148,0x35f0a7f6f3c4799481825c52e7030320d741c45f,polygon,656,12521,5.47%
1149,0x4eefe17fc407271efcf336be00a45a3fe3c6f923,polygon,11,212,5.46%
1150,0x5feec17dae11c80e4c10289fdab9998162c657e8,polygon,11,212,5.46%
1151,0x4d85e4f760fb58e380f02657ae5aafb8bd010601,polygon,39,753,5.46%
1152,0x611949625689dc20bd0b2f8f4a0c0d9f2f0136db,polygon,873,16845,5.46%
1153,0x83d1df8843ce85e6554588a25c2cba877026124e,polygon,6,116,5.45%
1154,0x4638f04ad21738a770e3af90d8e8209ef4cf74e9,polygon,869,16776,5.44%
1155,0x5652d20796cc94622137f1dae537f392cc87ad2c,polygon,43,832,5.44%
1156,0xf28bd6830a06004740107aec3619b842ff63b378,polygon,16,310,5.44%
1157,0x201e484541f287dfb804710601bed95beab1d896,polygon,544,10512,5.44%
1158,0x0941ae5a513cc77c99df2b8f9f35281003d49510,polygon,170,3291,5.44%
1159,0xece4a7e12577b5e62dd431497b8de03e7346bae0,polygon,543,10530,5.43%
1160,0xccbf77d00462334744592d855b1819d4ded29dbc,polygon,217,4206,5.42%
1161,0xcc6b30531de603787a4d0305fc7ed404374cf771,polygon,835,16238,5.42%
1162,0x1407a74417bbd800878da73d30df4a01634dc323,polygon,542,10534,5.42%
1163,0xde560114f7b8fa68be26a72cda1839e7bd5d4926,polygon,542,10539,5.42%
1164,0x5f41b55558b90b85cb187fbd27ba492b608b5b20,polygon,1049,20404,5.42%
1165,0x18c0c36c6e3fa02bbb65e84eefe1cc29564e302b,polygon,24,467,5.41%
1166,0xc1aceaade031f538de325faeb09d1101648dee4c,polygon,39,756,5.41%
1167,0x14a740fdb6157caaa429a23f90b4e6cfb43c4f70,polygon,81,1575,5.41%
1168,0x197e338e1201790fc9f63233528eb71850f33f1f,polygon,17,314,5.41%
1169,0x9c2ed091e88aa7e0252b66d43568fde89419f0f4,ethereum,102,1886,5.41%
1170,0xc32ada37a22098c091a001c60e58a941cfa9a1fd,polygon,28,546,5.41%
1171,0xf5647beaba520c2bd06ed77212e22af093fe70e3,polygon,93,1813,5.40%
1172,0xa69de4e23bf350c4f6c7a0f4d0f30ba7c68ba212,polygon,270,5269,5.40%
1173,0x726e46cf1600fe6a46793143d8513ee8c9d478e9,polygon,281,5487,5.40%
1174,0x46a4cca90111bfcf74736c76a27a234531bcfd49,polygon,11,214,5.39%
1175,0xfaab0c73edad6b29123a9107ff671bbcbe721b6e,polygon,11,215,5.39%
1176,0x81058859926a7b48967363aaeaf72fdf71beed73,polygon,539,10523,5.39%
1177,0x010b0dec4b483ba29a910c401c3c93440beedcf4,polygon,5,98,5.39%
1178,0xbdc7a955505e20410061744f556f6dec761bfb8f,polygon,2674,52243,5.39%
1179,0xa167a9aca35907d590b74dfee2396f1ae186a8fb,polygon,13,255,5.38%
1180,0x1e008c0d28d99095ca50a6dee5e1017e600657f3,polygon,722,14136,5.38%
1181,0x7ae964226a83b951547fdd1509f02adf20449cad,polygon,1,20,5.38%
1182,0xb0b0f6f13a5158eb67724282f586a552e75b5728,polygon,1611,31491,5.38%
1183,0x940ae9fd09774ca7c4237cf8525b91f1f3ce4215,polygon,663,12989,5.38%
1184,0xafcc2979d6d84f8edbdb7726f5f9000a8c8a0de3,polygon,537,10312,5.37%
1185,0x5c70052919c4cb622e0dffd774ed6a31ad43a22b,polygon,1072,20948,5.37%
1186,0x77bdde3c8cfeaebf546d2a93ff5c3d4f7348038c,polygon,25,491,5.35%
1187,0x237b5c9d8b262e7a13a4b5b678996441438c8014,polygon,546,10744,5.35%
1188,0x2dd976a5580dc8a9da3c31898e347adf54b9785a,polygon,214,4186,5.35%
1189,0x76fddbc05567e19decf3cfb04614dbdcaaab1c38,polygon,535,10526,5.35%
1190,0x0cb2cc35926fcccfdb947d166c038f0029bddc03,polygon,855,16761,5.35%
1191,0x4e42bd9e46444146c6ae31bc301f0ab7cf623ee7,polygon,54,1063,5.34%
1192,0xde263470fb52bf15aa816d27a9ecfb1cd2c42997,polygon,10,197,5.34%
1193,0xfd1174fd65adde4d63c5bf68a000580a5c0a79a9,polygon,34,672,5.33%
1194,0x688b15986ead1307ee27cdbae12c22c24225951f,polygon,533,10528,5.33%
1195,0xab5a193a11f779fe105e8edf9815a0b514b013ca,ethereum,943,18060,5.33%
1196,0xd384cc029b537503895fe252f94fba87a05d677e,polygon,20,396,5.32%
1197,0x43d4c73adee537e8dd058d1db854a90f4539063d,polygon,850,16823,5.32%
1198,0xe0576fec292ada33fe594018c42747fe9391d134,polygon,52,1032,5.31%
1199,0xc587e30e12594bdaa9737edc5b64651c87fc6d91,polygon,125,2472,5.30%
1200,0xf9c77729c2bd380a0242ff150a552e3f17cd88f3,polygon,530,10423,5.30%
1201,0x3a920ddbc41181846785ae9ee89929ffd26deeae,polygon,46,914,5.30%
1202,0x3ceb5e40e76ed5c483845c58542ed4e5d13ceaab,polygon,196,3881,5.30%
1203,0xee73ef25cc3cc06475e22bea6aa830bba9661b71,polygon,529,10526,5.29%
1204,0x64df7af696e0977771a0e1e1b1a8dd22ded3cf4b,polygon,136,2660,5.28%
1205,0xf8c31c8ec8c9aac8ca6d6e38b24d5f8544f85191,polygon,1,20,5.26%
1206,0x0390a9633811a5d2ef6f763a19a911228a450445,polygon,1,19,5.26%
1207,0x2526296dd52f37eddfe1fc322e727ac145dc554a,polygon,30,580,5.26%
1208,0x064e12bf4d7024f6e2d980d2385cd8b6e8a72ce3,polygon,5,100,5.26%
1209,0x9e4a8259727344a18321851ec45e9423dbdd4b79,polygon,10,200,5.26%
1210,0x060aa00a92a9055ebfb40a85899673ce63cdf85a,polygon,29,581,5.26%
1211,0x504e9798b5ad706496522bec81a07788a3daedbc,polygon,135,2703,5.25%
1212,0x4d9d66eb405a00d3190296164a2082d0dd0ae7d9,polygon,525,10512,5.25%
1213,0x10b58d27a615101ce871d835cb2a4d850bdf709e,polygon,21,410,5.25%
1214,0x268d64f79e5a11e62efbe0cb21e66698ae073b37,polygon,74,1484,5.25%
1215,0x87a84fa0a3f9be3feccbe4117ff980f3ac0f09c9,polygon,11,221,5.25%
1216,0xe8ad17958a091bcdf2ef253396c24dc4fa16c010,polygon,524,10513,5.24%
1217,0xb9c35812fe0be424f238e34d27e19854216b7c96,polygon,157,3150,5.23%
1218,0x297e4d4fa0e1ae60c2740a7103be2b8a5fc09105,polygon,38,752,5.23%
1219,0x793c034a17afe27e282ea80536bcb114fd68de98,polygon,523,10520,5.23%
1220,0x213398b42fa9f344574f9964a6b0774f52b393c6,polygon,522,10517,5.22%
1221,0x8aa0aa4b71b1beb4fafae7fc601b9e092edaf456,polygon,13,262,5.21%
1222,0xb562063340ebb4b1210859f2a7c146a2c9839949,polygon,832,16600,5.21%
1223,0xeb63e07b983d08860295895bbeb3094758d894a5,polygon,520,10518,5.20%
1224,0x8ced55ae072b5bfc60b49e8f9b2b84ccb26aa55c,polygon,5,101,5.19%
1225,0x4f156c08a7e1d243e65d923559f5cd4013a7af0c,polygon,15,304,5.19%
1226,0x8f6b12bb62de694c4950fc97cf2cbdbfd77d520c,polygon,259,5246,5.18%
1227,0x1c67b4e12dbbe5fa360fbe6e7f07c80a70bb73a0,polygon,64,1245,5.18%
1228,0x69ee6d219f781c430dc14953ce98080c378b2e31,polygon,1,19,5.18%
1229,0x3de88ecd5b8488619b1dea1387c3cd9614aeee4b,polygon,31,630,5.18%
1230,0x0cf30daf2fb962ed1d5d19c97f5f6651f3b691c1,ethereum,492,9666,5.17%
1231,0x855dbcfab031db0817c6800390ed315677cdf5fe,polygon,517,10514,5.17%
1232,0xc500636dc859fc3ad9d22d6c514cd750126e5c9a,polygon,824,16769,5.17%
1233,0xac7c706c6f38e22a0b9a209cc7ae3eba6491bc1b,polygon,30,611,5.16%
1234,0x6a6344acc9779052247977c12e444eaf7120d364,polygon,182,3702,5.16%
1235,0x329eb1ecb32014494563bec1e04c9010ee176307,polygon,17,346,5.16%
1236,0x23c0af09dc7727181f6e947ef10b363117d6c0be,polygon,6,123,5.15%
1237,0x3c1db5c484cb8b5b72967a8d4b0ed2d63c4581e4,polygon,106,2160,5.15%
